ORGANIZATION_ID,REPORT_ID,REPORTING_UNIT_ID,BENEFICIAL_USE_ID,SUMMARY_SEQ,ROW_SEQ,AMOUNT,CONSUMPTIVE_INDICATOR,METHOD_ID,START_DATE,END_DATE
TWDB,2015,48625,9,1,1,15.0,2,1,01/01,12/31
TWDB,2015,48629,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48633,9,1,1,132.0,2,1,01/01,12/31
TWDB,2015,48637,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48641,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48645,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48613,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48617,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48621,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48649,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48653,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48657,9,1,1,210.0,2,1,01/01,12/31
TWDB,2015,48661,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48665,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48669,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48673,9,1,1,17.0,2,1,01/01,12/31
TWDB,2015,48677,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48681,9,1,1,4.0,2,1,01/01,12/31
TWDB,2015,48685,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48689,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48693,9,1,1,5.0,2,1,01/01,12/31
TWDB,2015,48697,9,1,1,1.0,2,1,01/01,12/31
TWDB,2015,48701,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48705,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48709,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48713,9,1,1,77.0,2,1,01/01,12/31
TWDB,2015,48717,9,1,1,1.0,2,1,01/01,12/31
TWDB,2015,48721,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48725,9,1,1,2.0,2,1,01/01,12/31
TWDB,2015,48729,9,1,1,94.0,2,1,01/01,12/31
TWDB,2015,48733,9,1,1,1.0,2,1,01/01,12/31
TWDB,2015,48737,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48741,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48745,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48749,9,1,1,9.0,2,1,01/01,12/31
TWDB,2015,48753,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48757,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48761,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48765,9,1,1,143.0,2,1,01/01,12/31
TWDB,2015,48769,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48773,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48777,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48781,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48785,9,1,1,58.0,2,1,01/01,12/31
TWDB,2015,48789,9,1,1,5.0,2,1,01/01,12/31
TWDB,2015,48793,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48797,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48801,9,1,1,27.0,2,1,01/01,12/31
TWDB,2015,48805,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48809,9,1,1,24.0,2,1,01/01,12/31
TWDB,2015,48813,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48817,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48821,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48825,9,1,1,3.0,2,1,01/01,12/31
TWDB,2015,48829,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48833,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48837,9,1,1,6.0,2,1,01/01,12/31
TWDB,2015,48841,9,1,1,1.0,2,1,01/01,12/31
TWDB,2015,48845,9,1,1,7.0,2,1,01/01,12/31
TWDB,2015,48849,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48853,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48857,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48861,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48865,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48869,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48873,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48877,9,1,1,77.0,2,1,01/01,12/31
TWDB,2015,48881,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48885,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48889,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48893,9,1,1,1.0,2,1,01/01,12/31
TWDB,2015,48897,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48901,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48905,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48909,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48913,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48917,9,1,1,3.0,2,1,01/01,12/31
TWDB,2015,48921,9,1,1,121.0,2,1,01/01,12/31
TWDB,2015,48925,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48929,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48933,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48937,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48941,9,1,1,1.0,2,1,01/01,12/31
TWDB,2015,48945,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48949,9,1,1,13.0,2,1,01/01,12/31
TWDB,2015,48953,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48957,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48961,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48965,9,1,1,60.0,2,1,01/01,12/31
TWDB,2015,48969,9,1,1,1.0,2,1,01/01,12/31
TWDB,2015,48973,9,1,1,1.0,2,1,01/01,12/31
TWDB,2015,48977,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48981,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48985,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48989,9,1,1,7.0,2,1,01/01,12/31
TWDB,2015,48993,9,1,1,672.0,2,1,01/01,12/31
TWDB,2015,48997,9,1,1,1.0,2,1,01/01,12/31
TWDB,2015,49001,9,1,1,1.0,2,1,01/01,12/31
TWDB,2015,49005,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,49009,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,49013,9,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48001,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48005,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48009,10,1,1,51.0,2,1,01/01,12/31
TWDB,2015,48013,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48017,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48021,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48025,10,1,1,3478.0,2,1,01/01,12/31
TWDB,2015,48029,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48033,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48037,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48041,10,1,1,5519.0,2,1,01/01,12/31
TWDB,2015,48045,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48049,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48053,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48057,10,1,1,806.0,2,1,01/01,12/31
TWDB,2015,48061,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48065,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48069,10,1,1,1.0,2,1,01/01,12/31
TWDB,2015,48073,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48077,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48081,10,1,1,78.0,2,1,01/01,12/31
TWDB,2015,48085,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48089,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48093,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48097,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48101,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48105,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48109,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48113,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48117,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48121,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48125,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48129,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48133,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48137,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48141,10,1,1,22.0,2,1,01/01,12/31
TWDB,2015,48145,10,1,1,119.0,2,1,01/01,12/31
TWDB,2015,48149,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48153,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48157,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48161,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48165,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48169,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48173,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48177,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48181,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48185,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48189,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48193,10,1,1,4.0,2,1,01/01,12/31
TWDB,2015,48197,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48201,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48205,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48209,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48213,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48217,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48221,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48225,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48229,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48233,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48237,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48241,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48245,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48249,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48253,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48257,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48261,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48265,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48269,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48273,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48281,10,1,1,3736.0,2,1,01/01,12/31
TWDB,2015,48277,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48285,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48289,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48293,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48297,10,1,1,15.0,2,1,01/01,12/31
TWDB,2015,48301,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48305,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48309,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48313,10,1,1,1899.0,2,1,01/01,12/31
TWDB,2015,48317,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48321,10,1,1,158.0,2,1,01/01,12/31
TWDB,2015,48325,10,1,1,54.0,2,1,01/01,12/31
TWDB,2015,48329,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48333,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48337,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48341,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48345,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48349,10,1,1,159.0,2,1,01/01,12/31
TWDB,2015,48353,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48357,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48361,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48365,10,1,1,242.0,2,1,01/01,12/31
TWDB,2015,48369,10,1,1,1.0,2,1,01/01,12/31
TWDB,2015,48373,10,1,1,1.0,2,1,01/01,12/31
TWDB,2015,48377,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48381,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48385,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48389,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48393,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48397,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48401,10,1,1,1375.0,2,1,01/01,12/31
TWDB,2015,48405,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48409,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48413,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48417,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48421,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48425,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48429,10,1,1,541.0,2,1,01/01,12/31
TWDB,2015,48433,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48437,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48441,10,1,1,21.0,2,1,01/01,12/31
TWDB,2015,48445,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48449,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48453,10,1,1,169.0,2,1,01/01,12/31
TWDB,2015,48457,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48461,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48465,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48469,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48473,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48477,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48481,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48485,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48489,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48493,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48497,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48501,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48505,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48509,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48513,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48517,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48521,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48525,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48529,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48533,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48537,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48541,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48545,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48549,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48565,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48553,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48557,10,1,1,11351.0,2,1,01/01,12/31
TWDB,2015,48561,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48569,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48573,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48577,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48581,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48585,10,1,1,572.0,2,1,01/01,12/31
TWDB,2015,48589,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48593,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48597,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48601,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48605,10,1,1,258.0,2,1,01/01,12/31
TWDB,2015,48609,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48625,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48629,10,1,1,57.0,2,1,01/01,12/31
TWDB,2015,48633,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48637,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48641,10,1,1,1099.0,2,1,01/01,12/31
TWDB,2015,48645,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48613,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48617,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48621,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48649,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48653,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48657,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48661,10,1,1,8968.0,2,1,01/01,12/31
TWDB,2015,48665,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48669,10,1,1,3.0,2,1,01/01,12/31
TWDB,2015,48673,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48677,10,1,1,480.0,2,1,01/01,12/31
TWDB,2015,48681,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48685,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48689,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48693,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48697,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48701,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48705,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48709,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48713,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48717,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48721,10,1,1,1005.0,2,1,01/01,12/31
TWDB,2015,48725,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48729,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48733,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48737,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48741,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48745,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48749,10,1,1,1089.0,2,1,01/01,12/31
TWDB,2015,48753,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48757,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48761,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48765,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48769,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48773,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48777,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48781,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48785,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48789,10,1,1,5672.0,2,1,01/01,12/31
TWDB,2015,48793,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48797,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48801,10,1,1,33.0,2,1,01/01,12/31
TWDB,2015,48805,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48809,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48813,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48817,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48821,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48825,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48829,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48833,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48837,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48841,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48845,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48849,10,1,1,1.0,2,1,01/01,12/31
TWDB,2015,48853,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48857,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48861,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48865,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48869,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48873,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48877,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48881,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48885,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48889,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48893,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48897,10,1,1,3.0,2,1,01/01,12/31
TWDB,2015,48901,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48905,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48909,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48913,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48917,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48921,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48925,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48929,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48933,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48937,10,1,1,1298.0,2,1,01/01,12/31
TWDB,2015,48941,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48945,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48949,10,1,1,39.0,2,1,01/01,12/31
TWDB,2015,48953,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48957,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48961,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48965,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48969,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48973,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48977,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48981,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48985,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48989,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48993,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48997,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,49001,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,49005,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,49009,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,49013,10,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48001,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48005,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48009,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48013,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48017,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48021,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48025,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48029,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48033,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48037,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48041,11,1,1,2245.0,2,1,01/01,12/31
TWDB,2015,48045,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48049,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48053,11,1,1,565.0,2,1,01/01,12/31
TWDB,2015,48057,11,1,1,23143.0,2,1,01/01,12/31
TWDB,2015,48061,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48065,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48069,11,1,1,2880.0,2,1,01/01,12/31
TWDB,2015,48073,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48077,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48081,11,1,1,387.0,2,1,01/01,12/31
TWDB,2015,48085,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48089,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48093,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48097,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48101,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48105,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48109,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48113,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48117,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48121,11,1,1,165.0,2,1,01/01,12/31
TWDB,2015,48125,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48129,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48133,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48137,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48141,11,1,1,883.0,2,1,01/01,12/31
TWDB,2015,48145,11,1,1,171.0,2,1,01/01,12/31
TWDB,2015,48149,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48153,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48157,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48161,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48165,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48169,11,1,1,19.0,2,1,01/01,12/31
TWDB,2015,48173,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48177,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48181,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48185,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48189,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48193,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48197,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48201,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48205,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48209,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48213,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48217,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48221,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48225,11,1,1,923.0,2,1,01/01,12/31
TWDB,2015,48229,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48233,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48237,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48241,11,1,1,5.0,2,1,01/01,12/31
TWDB,2015,48245,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48249,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48253,11,1,1,0.0,2,1,01/01,12/31
TWDB,2015,48257,11,1,1,0.0,2,1,01/01,12/31
